rootlength,Hair Root length,Sample,Genotype,Treatment
5.13,2.32,Col-0_Mock,Col-0,Mock
4.24,2.41,Col-0_Mock,Col-0,Mock
4.6,1.49,Col-0_Mock,Col-0,Mock
2.59,2.48,Col-0_Mock,Col-0,Mock
3.14,1.42,Col-0_Mock,Col-0,Mock
4.16,2.75,Col-0_Mock,Col-0,Mock
2.2,1.97,Col-0_Mock,Col-0,Mock
5.41,2.94,Col-0_Mock,Col-0,Mock
3.15,2.65,Col-0_Mock,Col-0,Mock
4.49,2.71,Col-0_Mock,Col-0,Mock
2.33,2.71,Col-0_Mock,Col-0,Mock
4.06,2.09,Col-0_Mock,Col-0,Mock
3.4,2.24,Col-0_Mock,Col-0,Mock
2.97,1.5,Col-0_Mock,Col-0,Mock
2.57,2.36,Col-0_Mock,Col-0,Mock
4.21,2.76,Col-0_Mock,Col-0,Mock
3.12,2.33,Col-0_Mock,Col-0,Mock
2.6,2.72,Col-0_Mock,Col-0,Mock
4.79,2.54,Col-0_Mock,Col-0,Mock
1.64,2.07,Col-0_Mock,Col-0,Mock
4.14,3.42,Col-0_Mock,Col-0,Mock
4.58,2.15,Col-0_Mock,Col-0,Mock
3.9,2.99,Col-0_Mock,Col-0,Mock
3.32,2.48,Col-0_Mock,Col-0,Mock
3.31,2.15,Col-0_Mock,Col-0,Mock
1.73,1.98,Col-0_Mock,Col-0,Mock
4.37,2.81,Col-0_Mock,Col-0,Mock
5.48,2.82,Col-0_Mock,Col-0,Mock
4.02,2.35,Col-0_Mock,Col-0,Mock
4.29,2.29,Col-0_Mock,Col-0,Mock
3.76,1.35,Col-0_Mock,Col-0,Mock
3.36,2.65,Col-0_Mock,Col-0,Mock
5.05,2.68,Col-0_Mock,Col-0,Mock
5.32,2.39,Col-0_Mock,Col-0,Mock
4.43,2.39,Col-0_Mock,Col-0,Mock
4.31,2.4,Col-0_Mock,Col-0,Mock
4.05,2.52,Col-0_Mock,Col-0,Mock
4.49,2.17,Col-0_Mock,Col-0,Mock
4.14,1.7,Col-0_Mock,Col-0,Mock
3.4,2.3,Col-0_Mock,Col-0,Mock
3.79,1.6,Col-0_Mock,Col-0,Mock
3.11,2.01,Col-0_Mock,Col-0,Mock
5.14,2.85,Col-0_Mock,Col-0,Mock
3.57,3.06,Col-0_Mock,Col-0,Mock
0.51,2.16,Col-0_Mock,Col-0,Mock
4.04,2.11,Col-0_Mock,Col-0,Mock
3.77,1.97,Col-0_Mock,Col-0,Mock
2.3,2.88,Col-0_Mock,Col-0,Mock
4.99,1.82,Col-0_Mock,Col-0,Mock
3.02,2.6,Col-0_Mock,Col-0,Mock
7.14,2.82,Col-0_Mock,Col-0,Mock
4.11,2.41,Col-0_Mock,Col-0,Mock
4.64,2.46,Col-0_Mock,Col-0,Mock
3.97,2,Col-0_Mock,Col-0,Mock
2.85,1.76,Col-0_Mock,Col-0,Mock
2.39,2.77,Col-0_Mock,Col-0,Mock
3.41,2.18,Col-0_Mock,Col-0,Mock
3.55,2.05,Col-0_Mock,Col-0,Mock
4.98,1.69,Col-0_Mock,Col-0,Mock
5.71,2.41,Col-0_Mock,Col-0,Mock
3.92,2.27,Col-0_Mock,Col-0,Mock
3.23,3.16,Col-0_Mock,Col-0,Mock
1.5,3.23,Col-0_Mock,Col-0,Mock
4.71,3.93,Col-0_Mock,Col-0,Mock
5.1,1.82,Col-0_Mock,Col-0,Mock
4.52,2.57,Col-0_Mock,Col-0,Mock
1.88,1.56,Col-0_Mock,Col-0,Mock
4.13,2.78,Col-0_Mock,Col-0,Mock
4.41,2.98,Col-0_Mock,Col-0,Mock
4.77,2.38,Col-0_Mock,Col-0,Mock
2.87,2.24,Col-0_Mock,Col-0,Mock
5.08,2.45,Col-0_Mock,Col-0,Mock
3.59,2.09,Col-0_Mock,Col-0,Mock
5.3,2.32,Col-0_Mock,Col-0,Mock
3.53,2.41,Col-0_Mock,Col-0,Mock
2.76,3.12,Col-0_Mock,Col-0,Mock
4.19,2.33,Col-0_Mock,Col-0,Mock
4.94,1.65,Col-0_Mock,Col-0,Mock
3.16,1.84,Col-0_Mock,Col-0,Mock
4.4,1.42,Col-0_Mock,Col-0,Mock
6.1,2,Col-0_Mock,Col-0,Mock
3.78,1.78,Col-0_Mock,Col-0,Mock
6.57,3.38,Col-0_Mock,Col-0,Mock
4.33,2.19,Col-0_Mock,Col-0,Mock
4.14,2.43,Col-0_Mock,Col-0,Mock
4.25,1.88,Col-0_Mock,Col-0,Mock
4.43,2.22,Col-0_Mock,Col-0,Mock
4.19,2.21,Col-0_Mock,Col-0,Mock
3.28,2.46,Col-0_Mock,Col-0,Mock
5.8,3.2,Col-0_Mock,Col-0,Mock
3.25,3.12,Col-0_Mock,Col-0,Mock
4.24,2.72,Col-0_Mock,Col-0,Mock
4.08,2.7,Col-0_Mock,Col-0,Mock
4.45,2.49,Col-0_Mock,Col-0,Mock
4.93,2.27,Col-0_Mock,Col-0,Mock
3.69,1.69,Col-0_Mock,Col-0,Mock
4.05,2.04,Col-0_Mock,Col-0,Mock
3.75,2.8,Col-0_Mock,Col-0,Mock
5.33,2.73,Col-0_Mock,Col-0,Mock
4.63,2.83,Col-0_Mock,Col-0,Mock
4.12,2.39,Col-0_Mock,Col-0,Mock
4.56,3.34,Col-0_Mock,Col-0,Mock
4.82,3.03,Col-0_Mock,Col-0,Mock
4.83,2.98,Col-0_Mock,Col-0,Mock
5.15,2.13,Col-0_Mock,Col-0,Mock
2.87,3.15,Col-0_Mock,Col-0,Mock
3.08,2.08,Col-0_Mock,Col-0,Mock
2.98,2.26,Col-0_Mock,Col-0,Mock
3.97,2.24,Col-0_Mock,Col-0,Mock
4.94,2.69,Col-0_Mock,Col-0,Mock
4.87,2.44,Col-0_Mock,Col-0,Mock
3.76,3.18,Col-0_Mock,Col-0,Mock
6,1.71,Col-0_Mock,Col-0,Mock
6.21,2.23,Col-0_Mock,Col-0,Mock
4.96,1.92,Col-0_Mock,Col-0,Mock
3.2,1.93,Col-0_Mock,Col-0,Mock
3.71,2.37,Col-0_Mock,Col-0,Mock
5.9,2.14,Col-0_Mock,Col-0,Mock
4.52,1.81,Col-0_Mock,Col-0,Mock
5.92,2.12,Col-0_Mock,Col-0,Mock
3.31,2.15,Col-0_Mock,Col-0,Mock
5.75,3.56,Col-0_Mock,Col-0,Mock
3.16,2.53,Col-0_Mock,Col-0,Mock
4.99,2.82,Col-0_Mock,Col-0,Mock
3.86,2.04,Col-0_Mock,Col-0,Mock
2.63,3.69,Col-0_Mock,Col-0,Mock
3.64,1.65,Col-0_Mock,Col-0,Mock
4.87,1.94,Col-0_Mock,Col-0,Mock
3.7,2.6,Col-0_Mock,Col-0,Mock
5.26,1.96,Col-0_Mock,Col-0,Mock
4.03,1.88,Col-0_Mock,Col-0,Mock
3.61,3.04,Col-0_Mock,Col-0,Mock
3.37,2.25,Col-0_Mock,Col-0,Mock
3.42,3.19,Col-0_Mock,Col-0,Mock
3.7,2.97,Col-0_Mock,Col-0,Mock
5.04,2.18,Col-0_Mock,Col-0,Mock
2.36,3.23,Col-0_Mock,Col-0,Mock
3.2,2.2,Col-0_Mock,Col-0,Mock
4.57,2.47,Col-0_Mock,Col-0,Mock
4.12,3.16,Col-0_Mock,Col-0,Mock
2.67,2.97,Col-0_Mock,Col-0,Mock
4.28,2.57,Col-0_Mock,Col-0,Mock
5.44,3.03,Col-0_Mock,Col-0,Mock
2.5,3.13,Col-0_Mock,Col-0,Mock
4.15,2.23,Col-0_Mock,Col-0,Mock
4.03,1.9,Col-0_Mock,Col-0,Mock
3.58,2.34,Col-0_Mock,Col-0,Mock
5.28,1.78,Col-0_Mock,Col-0,Mock
3.07,2.97,Col-0_Mock,Col-0,Mock
4.28,2.85,Col-0_Mock,Col-0,Mock
5.1,3.11,Col-0_Mock,Col-0,Mock
4.42,1.77,Col-0_Mock,Col-0,Mock
2.92,2.43,Col-0_Mock,Col-0,Mock
3.97,2.51,Col-0_Mock,Col-0,Mock
3.99,2.07,Col-0_Mock,Col-0,Mock
3.92,2.62,Col-0_Mock,Col-0,Mock
3.81,1.91,Col-0_Mock,Col-0,Mock
3.49,1.02,Col-0_Mock,Col-0,Mock
3.56,2.34,Col-0_Mock,Col-0,Mock
5.74,2.47,Col-0_Mock,Col-0,Mock
3.45,2.71,Col-0_Mock,Col-0,Mock
3.74,2.72,Col-0_Mock,Col-0,Mock
4.08,2.42,Col-0_Mock,Col-0,Mock
3.8,1.44,Col-0_Mock,Col-0,Mock
4.12,2.61,Col-0_Mock,Col-0,Mock
4.27,2.49,Col-0_Mock,Col-0,Mock
5,1.86,Col-0_Mock,Col-0,Mock
5.44,2.78,Col-0_Mock,Col-0,Mock
4.24,3.64,Col-0_Mock,Col-0,Mock
4.26,2.7,Col-0_Mock,Col-0,Mock
3.11,2.32,Col-0_Mock,Col-0,Mock
3.73,2.61,Col-0_Mock,Col-0,Mock
2.26,2.56,Col-0_Mock,Col-0,Mock
3.62,2.57,Col-0_Mock,Col-0,Mock
3.23,2.41,Col-0_Mock,Col-0,Mock
3.23,2.29,Col-0_Mock,Col-0,Mock
2.64,2.55,Col-0_Mock,Col-0,Mock
1.69,1.99,Col-0_Mock,Col-0,Mock
2.81,1.91,Col-0_Mock,Col-0,Mock
2.75,2.52,Col-0_Mock,Col-0,Mock
3.74,2.02,Col-0_Mock,Col-0,Mock
3.68,3.03,Col-0_Mock,Col-0,Mock
4.13,1.33,Col-0_Mock,Col-0,Mock
3.33,2.87,Col-0_Mock,Col-0,Mock
3.7,2.18,Col-0_Mock,Col-0,Mock
4.63,2.61,Col-0_Mock,Col-0,Mock
2.44,2.14,Col-0_Mock,Col-0,Mock
3.71,2.35,Col-0_Mock,Col-0,Mock
5.26,2.45,Col-0_Mock,Col-0,Mock
3.81,2.69,Col-0_Mock,Col-0,Mock
5.48,2.23,Col-0_Mock,Col-0,Mock
5.43,2.4,Col-0_Mock,Col-0,Mock
3.81,2.1,Col-0_Mock,Col-0,Mock
3.82,2.65,Col-0_Mock,Col-0,Mock
3.78,2.4,Col-0_Mock,Col-0,Mock
4.58,2.18,Col-0_Mock,Col-0,Mock
4.13,2.33,Col-0_Mock,Col-0,Mock
3.31,2.16,Col-0_Mock,Col-0,Mock
4.55,1.3,Col-0_Mock,Col-0,Mock
3.9,2.18,Col-0_Mock,Col-0,Mock
5.91,2.24,Col-0_Mock,Col-0,Mock
5.01,2.68,Col-0_Mock,Col-0,Mock
4.48,2.32,Col-0_Mock,Col-0,Mock
3.73,2.29,Col-0_Mock,Col-0,Mock
3.2,2.23,Col-0_Mock,Col-0,Mock
6.63,3.37,Col-0_Mock,Col-0,Mock
5.21,2.33,Col-0_Mock,Col-0,Mock
6.01,1.95,Col-0_Mock,Col-0,Mock
5.03,3.74,Col-0_Mock,Col-0,Mock
3.61,2.52,Col-0_Mock,Col-0,Mock
2.77,2.6,Col-0_Mock,Col-0,Mock
5.09,2.32,Col-0_Mock,Col-0,Mock
3.09,1.81,Col-0_Mock,Col-0,Mock
3.16,1.69,Col-0_Mock,Col-0,Mock
4.21,2.55,Col-0_Mock,Col-0,Mock
2.25,2.64,Col-0_Mock,Col-0,Mock
3.5,2.68,Col-0_Mock,Col-0,Mock
4.88,3,Col-0_Mock,Col-0,Mock
2.48,2.23,Col-0_Mock,Col-0,Mock
2.89,1.9,Col-0_Mock,Col-0,Mock
3.71,2.09,Col-0_Mock,Col-0,Mock
4.39,2.33,Col-0_Mock,Col-0,Mock
6.42,3.69,Col-0_Mock,Col-0,Mock
4.99,2.62,Col-0_Mock,Col-0,Mock
5.36,3.1,Col-0_Mock,Col-0,Mock
3.5,2.64,Col-0_Mock,Col-0,Mock
2.65,2.2,Col-0_Mock,Col-0,Mock
6.64,2.5,Col-0_Mock,Col-0,Mock
4.94,2.02,Col-0_Mock,Col-0,Mock
2.15,1.67,Col-0_Mock,Col-0,Mock
5.47,1.12,Col-0_Mock,Col-0,Mock
3.81,2.29,Col-0_Mock,Col-0,Mock
3.89,2.11,Col-0_Mock,Col-0,Mock
4.88,2.32,Col-0_Mock,Col-0,Mock
